Catalog Nr.	Type status	Order	Family	Genus Name	Species Name	Author	Date descr.	Determined by	Date det.	Country	Locality	Lat	Long	Lat_dec	Long_dec	coord_uncertainty_flag	Ecology	Altitude	Depth	Date	Collector	Collectors	Specimens	Notes	Host	last modified
ZFMK Cr00153										Thailand	Phitsanulok, Beh. 20							60		vii.1986	W. Thielen	Thielen, W.				31.iii.2015
ZFMK Cr00154										Sudan	Süd-Sudan										Nikolaus	Nikolaus				31.iii.2015
ZFMK Cr00155										Thailand	Phitsanulok, Beh. 20							60		vii.1986	W. Thielen	Thielen, W.				31.iii.2015
ZFMK Cr00156										Sudan	Süd-Sudan, Katire															31.iii.2015
ZFMK Cr00157																										31.iii.2015
ZFMK Cr00158										Thailand	5 km N Nahon-Sawan, ca.40m (?), Zentralthailand									1987	W. Thielen	Thielen, W.				31.iii.2015
ZFMK Cr00159		Decapoda	Potamidae	Potamon	potamios	Bott		Krapp	1988	Turkey	NO Hopa, 400m (Prov. Artvin)								25	30.ix.1987	Franzen	Franzen				31.iii.2015
ZFMK Cr00160		Decapoda	Majidae	Maja	crispata	Risso	1827	Hutterer		Croatia	Jugoslawien, Pakostane									28.viii.1972	Hutterer	Hutterer, R.		Syn.: Maia verrucosa		31.iii.2015
ZFMK Cr00161										Egypt	Wadi Natroun, near Anbar Bichoi Abbey									v.2002	Lutzmann	Lutzmann				31.iii.2015
ZFMK Cr00162										Thailand	Hua-tlin (?)									v.1985	W. Thielen	Thielen, W.				31.iii.2015
ZFMK Cr00163				Pinnoteres	pisum cf.					Dänemark							aus käuflichen Mytilus			18.i.1999	Busse	Busse, K.		incertae sedis		31.iii.2015
ZFMK Cr00164										Thailand	Beh. 1.8 Golf von Thailand bei Laem-Ngop, 270 km SE Bangkok									vii.1988	W. Thielen	Thielen, W.				31.iii.2015
ZFMK Cr00165										Italy	Sadinien, Südküste										Lehmensiek-Exkursion	Lehmensiek-Exkursion				31.iii.2015
ZFMK Cr00166											Togo, Aus Tierhandel										Fa. Mann/ Stolzenberg	Fa. Mann/Stolzenberg				31.iii.2015
ZFMK Cr00167		Decapoda	Varunidae 	Eriocheir	sinensis	H. Milne Edwards	1853				Achterwehr Schiffahrtskanal (Ringkanal) Eiderstrecke, beginnend am Nordostsee-Kanal						Süßwasser			ix.1986	Czerny	Czerny				31.iii.2015
ZFMK Cr00168		Decapoda	Varunidae 	Eriocheir	sinensis	H. Milne Edwards	1853	v. den Brink		Niederlande	Nijmegen, Waalcentrale, koelwaterinlaat E 13,										v. den Brink	v. den Brink		E.I.S. Nr. 220214, vormals Inventar Nr. 233-28, Zool. Mus. Antwerpen, 51		31.iii.2015
ZFMK Cr00169		Decapoda	Varunidae 	Eriocheir	sinensis	H. Milne Edwards	1853																	in heutung gestorben, 20		31.iii.2015
ZFMK Cr00170																										31.iii.2015
ZFMK Cr00171										Thailand	5km W Nong-Chang, 220 km NW Bankok							80		1987				Beh. 10, 25		31.iii.2015
ZFMK Cr00172										Italy	Neapel															31.iii.2015
ZFMK Cr00173										Italy	Neapel															31.iii.2015
ZFMK Cr00174		Decapoda	Goneplacidae	Goneplax	rhomboides	Linnaeus	1758			Italy	Neapel									10.iv.1885						31.iii.2015
ZFMK Cr00175										Thailand	Beh. 1.11, 5km N von Lom-Sak, 350 km N von Bangkok							300		vii.1988	W. Thielen	Thielen, W.				31.iii.2015
ZFMK Cr00176		Decapoda	Dorippidae 	Medorippe	lanata	Linnaeus	1767			Italy (?)	Mentone (Weltweit mehrmals, aber nicht in Italien)									1878				transf. from Dorippe, 7		31.iii.2015
ZFMK Cr00177		Decapoda	Portunidae	Lupea	hartata					Italy	Neapel									26.v.1885						31.iii.2015
ZFMK Cr00178																	flache Wassersenke mit klarem Wasser neben nterlauf vom Nebenbach 2 (SA2)			26.vi.1974	Lüling	Lüling				31.iii.2015
ZFMK Cr00179		Decapoda	Palaemonidae	Palaemon	longirostris	H. Milne Edwards	1837	v. den Brink		Nederland(?)	Waalcentrale te Nijmegen									30.vxii.1981	v. den Brink	v. den Brink				31.iii.2015
ZFMK Cr00180				Limnadia	lenticularis	Linnaeus	1761				Aschauseula (Krs. Celle)									3.vii.1950	Lüling, Busse	Lüling/Busse		aus Formol in Alkohol		31.iii.2015
ZFMK Cr00181										Portugal	Algarve Riba de Odelouea									9.ix.1997	Krapp, Nolte(?)	Krapp/Nolte(?)		Garnele zusammen mit einer Serie von Gambusien, an m K.B.		31.iii.2015
ZFMK Cr00182										Brasil	Rio Onca 30km N Joinville									ix.1980	Lüling	Lüling		Garnele		31.iii.2015
ZFMK Cr00183		Decapoda	Hippidae	Emerita	analoga	Stimpson	1857			Chile	Las cruces (prov Santiago)									1964	Busse	Busse, K.				31.iii.2015
ZFMK Cr00184											klipplaas Annekes, Die Bos Karoo, Kap; im Fluß (Roggereld Mts.)									1975	v. den Elzen	v. den Elzen		Probe 43, zusammen mit Quappen von Rana und Xenopu		31.iii.2015
ZFMK Cr00185										Thailand	5km W Nong-Chang, 220 km NW Bankok							80		1987	W. Thielen	Thielen, W.		Beh. 10 ,24		31.iii.2015
ZFMK Cr00186		Decapoda	Varunidae 	Eriocheir	sinensis	H. Milne Edwards	1853													14.x.1986				in heutung gestorben, 35		31.iii.2015
ZFMK Cr00187																										31.iii.2015
ZFMK Cr00188										Thailand	Höhle Don Din, Thale Ban-Nationalpark									1986	Großmann	Großmann				31.iii.2015
ZFMK Cr00189				Eufausiaceos						Chile	Nior													(???) Exp. Nior-Chile I, Ert. 64 op. 2		31.iii.2015
ZFMK Cr00190		Decapoda	Mysidae	Neomysis	integer	Leach	1814	Wittmann	1991		Nord-Ostsee-Kanal, 70 km									18.v.1989	Czerny	Czerny		3w1,5m		31.iii.2015
ZFMK Cr00191											Paguera W  Palma de Mallorca									9.iii.1990	M. & R. Vianden	Vianden, M./Vianden, R.				31.iii.2015
ZFMK Cr00192										Tunesia	Ile de la Galite									viii.1972	M. & J.E. Vesmanis	Vesmanis, M./Vesmanis, J.E.				31.iii.2015
ZFMK Cr00193											Comeos de Aqua, Lanzerote, Canarische Inseln									20.v.1981	Bischoff & Hutterer	Bischoff/Hutterer				31.iii.2015
ZFMK Cr00194		Cryptophialida	Cryptophialidae	Cryptophialus	melampygos	Berndt	1907	Tomlinson			Perna canalicula, Otago peninsula, N.Z.									ii.(?)64	J. Tomlinson	Tomlinson, J.				31.iii.2015
ZFMK Cr00195											Nord-Ostsee-Kanal, 10 km									17.v.1989	Czerny	Czerny				31.iii.2015
ZFMK Cr00196										Kamerun	Malende, Lager II									xi.1957	M. Eisentraut	Eisentraut, M.				31.iii.2015
ZFMK Cr00197		Decapoda	Palaemonidae	Palaemon	longirostris	H. Milne Edwards	1837				Nord-Ostsee-Kanal, 5-55 km									5.i.1989	Czerny	Czerny		erhalt durch Busse; Wasser und Schifffahrtsamt Kiel-Holtenau		31.iii.2015
ZFMK Cr00198										Thailand	Beh. 1.6, Tha Manao, 30 km NW Ranchanaburi, 145 KM NW Bankok							120		vii.1988	W. Thielen	Thielen, W.				31.iii.2015
ZFMK Cr00199		Decapoda	Cambaridae	Orconectes	limosus	Rafinesque	1817			Germany	Rhein bei Mondorf									25/26.x.1986	Busse	Busse, K.		(Rolf Karp, vom Angelsportclub)		31.iii.2015
ZFMK Cr00200											Nord-Ostsee-Kanal, 70 km									18.v.1989	Czerny	Czerny				31.iii.2015
ZFMK Cr00201		Stomatopoda	Squillidae 	Squilla	mantis	Linnaeus	1758			Italy	Mentone (Weltweit mehrmals, aber nicht in Italien)									1874						31.iii.2015
ZFMK Cr00202								Seegers, L.		Kamerun	kribi									vii.1982	E. Holler& H. Heinemann	Holler, E./Heinemann, H.				31.iii.2015
ZFMK Cr00203											Aus dem Tierhandel									1979	Busse	Busse, K.		ingefangenschaft gehalten		31.iii.2015
ZFMK Cr00204		Decapoda	Astacidae	Astacus	astacus	Linnaeus	1758																	Ahrkrebs		31.iii.2015
ZFMK Cr00205		Decapoda	Paguridae	Pagurus	bernhardus	Linnaeus	1758				Mentone									1978						31.iii.2015
ZFMK Cr00206		Stomatopoda	Squillidae 	Rissoides	desmarestii	Risso	1816			Italy	Neapel									15.iv.1885				von gen.: Squilla	Squilla	31.iii.2015
ZFMK Cr00207		Decapoda	Palaemonidae	Palaemon	adspersus	Rathke	1837				Mentone									1878				von spec.: squilla	Squilla	31.iii.2015
ZFMK Cr00208										Thailand	Nr. 24, Udorn-Thani, NO Thailand							120			W. Thielen	Thielen, W.				31.iii.2015
ZFMK Cr00209		Stomatopoda	Squillidae 	Squilla	mantis	Linnaeus	1758			Italy	Neapel									iv.1885						31.iii.2015
ZFMK Cr00210		Decapoda	Aeglidae 	Aegla	laevis	Latreille	1818			Chile	Talca, Am Ufer des Rio Clara									12.xi.1981	Busse	Busse, K.				31.iii.2015
ZFMK Cr00211										Thailand	Beh. 1M, 3km W Taling sung, 95 km NW Nahkonsawan							140		1987	W. Thielen	Thielen, W.				31.iii.2015
ZFMK Cr00212		Decapoda	Palaemonidae	Cryphiops	caementarius	Molina	1782				Rio Limari, Brücke der Curretera Panamericana									28.vii.1965	Busse	Busse, K.				31.iii.2015
ZFMK Cr00213		Decapoda	Crangonidae 	Crangon	crangon	Linnaeus	1758	Czerny			Nord-Ostsee-Kanal, Schwartenbeck									11.vii.1989	Czerny	Czerny				31.iii.2015
ZFMK Cr00214				Parastacus	sp.					Chile	Fundo Porrenir, near Talca						Graben			7.xi.1981	Busse & Gothe	Busse/Gothe				31.iii.2015
ZFMK Cr00215											Mittelmeer													von spec.: squilla	Squilla	31.iii.2015
ZFMK Cr00216											Sadinien, vignola (Westküste)						Flachwasser			5.vi.1979	Hutterer	Hutterer, R.				31.iii.2015
ZFMK Cr00217		Decapoda	Palaemonidae	Palaemon	adspersus	Rathke	1837													vi.1883						31.iii.2015
ZFMK Cr00218		Cirripedia	Balanidae 	Balanus	crenatus	Bruguiére	1789			Germany	Kieler Bucht									17.vii.1883						31.iii.2015
ZFMK Cr00219										Chile	Quintero, auf Perumytilus parpuratus									17.viii.1981	Busse	Busse, K.				31.iii.2015
ZFMK Cr00220																								N 024		31.iii.2015
ZFMK Cr00221										Kuba										ix,x.1974				Crustacea		31.iii.2015
ZFMK Cr00222										Kamerun	3 Km S Oku									27.xii.1989	Schütte	Schütte				31.iii.2015
ZFMK Cr00223		Decapoda	Cambaridae	Orconectes	limosus	Rafinesque	1817				alter Rheinarm, zwischen Insel Grafenwerth und Bad Honnef, Erhatten									14.xi.1983	Martenson	Martenson				31.iii.2015
ZFMK Cr00224		Decapoda	Crangonidae 	Crangon	crangon	Linnaeus	1758				Nord-Ostsee-Kanal, Audorf/ Schulp									12.vii.1989	Czerny	Czerny		EX 43		31.iii.2015
ZFMK Cr00225		Decapoda	Aeglidae 	Aegla	laevis	Latreille	1818			Chile	Rio Claro bei Maiten- Huapi, Prov. Talca									23.xi.1985	Busse	Busse, K.				31.iii.2015
ZFMK Cr00226										Jugoslawien	Pakostane									28.viii.1972	Hutterer	Hutterer, R.				31.iii.2015
ZFMK Cr00227										Brasil	Petrobras(?), nahe Rio Yaguaripe									29.vi.1974	Lüling	Lüling				31.iii.2015
ZFMK Cr00228											Rio Roncador, 1km vor Einmündung innerhalb der gezeitenzone									7.vi.1974	Lüling	Lüling				31.iii.2015
ZFMK Cr00229										Uganda	Straße la Paloma, Ost Uganda, Fangplat U2									7.x.1979	Lüling	Lüling				31.iii.2015
ZFMK Cr00230											Unterlauf des Rio Subte (7 km unterhalb Tingo Maria; etwa 1 km vor Mündung in Huallaga) Unter Uferböschung mit Stillwasser									30.vi.1966	Lüling	Lüling				31.iii.2015
ZFMK Cr00231		Decapoda	Cambaridae	Orconectes	limosus	Rafinesque	1817			Germany	alter Rheinarm, zwischen Insel Grafenwerth und Bad Honnef									14.xi.1983	Materson	Materson		tot 17.v.1985		31.iii.2015
ZFMK Cr00232				Astacus	pallipes					Germany	Rhein bei Duisburg-Walsum, Fähre nach Orsay									28.vii.1985	Ufermann	Ufermann				31.iii.2015
ZFMK Cr00233										Thailand	Insel Ko Samae-san 10km SE von Sattahip, 135 km SE Bankok, Golf von Thailand									vii.1989	W. Thielen	Thielen, W.				31.iii.2015
ZFMK Cr00234		Stomatopoda	Squillidae 	Squilla	mantis	Linnaeus	1758			Jugoslawien	Split, Fischmarkt									ix.1972	Hutterer	Hutterer, R.				31.iii.2015
ZFMK Cr00235											Hardtbach (Bach der durch Witterschlick fließt)									27.woche 1996	Franke	Franke		vermutlich totfund, vermittelt durch öffentliche Gesellschaft		31.iii.2015
ZFMK Cr00236										Thailand	Beh. 1.7 Golf von Thailand, near Hua-Hin, 150 km SW Bankok									vii.1988	W. Thielen	Thielen, W.				31.iii.2015
ZFMK Cr00237										Thailand	Beh. 1.8 Golf von Thailand bei Laem-Ngop, 270 km SE Bangkok									vii.1988	W. Thielen	Thielen, W.				31.iii.2015
ZFMK Cr00238		Decapoda	Cambaridae	Procambarus	clarkii	Girard	1852			Germany	Aus Zucht, Zool. Institut Universität Bonn, Beleg erhalten									summer 1982						31.iii.2015
ZFMK Cr00239										Thailand	Insel Ko Samae-san 10km SE von Sattahip, 135 km SE Bankok, Golf von Thailand									vii.1989	W. Thielen	Thielen, W.				31.iii.2015
ZFMK Cr00240											Mittelmeer													nur zwei Scheren vorhanden		31.iii.2015
ZFMK Cr00241		Decapoda	Penaeidae	penaeus	caramote					Tunesia	Desm. Tunis									1.xii.1886						31.iii.2015
ZFMK Cr00242											Rio Jaguaripe									26.vi.1974	Lüling	Lüling				31.iii.2015
ZFMK Cr00243										Thailand	Insel Ko Samae-san 10km SE von Sattahip, 135 km SE Bankok, Golf von Thailand									vii.1989	W. Thielen	Thielen, W.				31.iii.2015
ZFMK Cr00244										Spain	Cala Ratjada, NE Mallorca									xi.1987	Schütte	Schütte				31.iii.2015
ZFMK Cr00245											Nordsee Wattengebiet um Hallig Hooge										Krapp	Krapp				31.iii.2015
ZFMK Cr00246		Decapoda	Astacidae	Astacus	fluviatilis					Germany	Schwarzersee, Leubsdorf am Rhein									19.x.1934						31.iii.2015
ZFMK Cr00247							1835			Argentina	Laguna 2, bei Guamini, Prov. Buenos Aires									26.xi.1975	Lüling	Lüling		from Gen.: Basilichthys;  gefunden zusammen mit Fischen		31.iii.2015
ZFMK Cr00248		Decapoda	Aeglidae 	Aegla	denticulata	Leach	1820			Chile	Laga Rinihne (Prov. Valdivia)									xi.1988	Busse	Busse, K.		eventuelle Aegla denticulata		31.iii.2015
ZFMK Cr00249										Bolivia	1,5 km unterh. San-Francisco, seitlich des Rio Chipiriri						Teichartiges Altwasser			4.x.1966	Lüling	Lüling				31.iii.2015
ZFMK Cr00250				Parastacus						Chile	10 km N von Perqui lauquén									26.xi.1985	Busse	Busse, K.		begleitfauna von Brachygalaxias gothei		31.iii.2015
ZFMK Cr00251										Chile	Estero Angostura S Santiago									22.xi.1985	Busse	Busse, K.				31.iii.2015
ZFMK Cr00252				Parastacus						Chile	Coyanco-Brücke zwischen Los Angeles und Santa Fé, Prov. Malleco									3.xii.1985	Busse	Busse, K.				31.iii.2015
ZFMK Cr00253											Lanzarote, Kanarische Inseln, Fuerteventura-Parzefall, bei Corralejo									vii.1982	Bischoff	Bischoff				31.iii.2015
ZFMK Cr00254		Stomatopoda	Squillidae 	Squilla	mantis	Linnaeus	1758			Italy	Neapel									26.vii.1885						31.iii.2015
ZFMK Cr00255				Parastacus						Chile	Fundo el Porvenir near Talea													von Brachygalaxias gothei	Brachygalaxias gothei	31.iii.2015
ZFMK Cr00256											Schwarzwasserbach Capivari, ~5km von Cruz das Almas									3.vii.74	Lüling	Lüling		SA 7		31.iii.2015
ZFMK Cr00257										Peru	1km S Tingo Maria						auf einer z.T. mit klarem Stillwasser bespannten Geröllbank des unteren…			3.vii.66	Lüling	Lüling				31.iii.2015
ZFMK Cr00258																	Nebenbach 2 (locker) gelbbraunes Schlammwasser (keine Gezeiten region mehr)			26.vi.2006	Lüling	Lüling				31.iii.2015
ZFMK Cr00259										Peru	PB						Bach mit Panguana			10.ix.1976	Lüling	Lüling		2 ex		31.iii.2015
ZFMK Cr00260										Argentina	near laguna en Itati									10.xi.1975	Lüling	Lüling		zusammen mit einer Serie von Meeresfischen Eigenmannia virescens		31.iii.2015
ZFMK Cr00261				Parastacus							km 459									21.xi.1987						31.iii.2015
ZFMK Cr00262		Decapoda	Aeglidae 	Aegla	laevis	Latreille	1818				Bach bei San Jarier									19.xi.1987						31.iii.2015
ZFMK Cr00263				Parastacus						Chile	Penca hue bei Talca									18.xi.1987	Schuster & Busse	Schuster/Busse				31.iii.2015
ZFMK Cr00264											unterer Jaguaripe near Salvador						leicht trüber neben Bach			25.vi.1974	Lüling	Lüling		SA 1a		31.iii.2015
ZFMK Cr00265											obere Stelle Rio Roncador									12.vi.1974	Lüling	Lüling		R. J. 5		31.iii.2015
ZFMK Cr00266											Am Flugplatz, Todos Santos						lehmtrüber Bach			28.ix.1966	Lüling	Lüling		TS 1		31.iii.2015
ZFMK Cr00267		Decapoda	Alpheidae	Alpheus	dentipes	Guérin	1832			Italy	Neapel									13.iv.1885						31.iii.2015
ZFMK Cr00268											Ajaccio, Kosika									iv.1896						31.iii.2015
ZFMK Cr00269										Mexico	el postose, San Luis Potosi									26.iii.1983	Seegers & Staeck	Seegers/Staeck				31.iii.2015
ZFMK Cr00270				Parastacus							Talca, lattiguera									6.xii.(?)87						31.iii.2015
ZFMK Cr00271											Panguana						Tiefschluchtiger Bach			10.ix.1976						31.iii.2015
ZFMK Cr00272		Decapoda	Callianassidae 	Callianassa	subterranea	Montagu	1808			Italy	Neapel									30.iii.1885						31.iii.2015
ZFMK Cr00273		Decapoda	Crangonidae 	Crangon	cataphractum					Italy	Neapel									18.v.1885						31.iii.2015
ZFMK Cr00274											Atki-Fluss,									xii.1983-i.1984	Seegers	Seegers		don. Busse		31.iii.2015
ZFMK Cr00275			Pygidium	perachthys	melanops(?)	Nicht gefunden					Persilia, Pejerrey, Estero Piduco Puate, Blanco									14.xi.1981						31.iii.2015
ZFMK Cr00276		Decapoda	Aeglidae 	Aegla	laevis (cf.)	Latreille	1818			Chile	Fundo el Porvenir near Talea						in einem Graben			7.xi.1981	Busse & Gothe	Busse/Gothe				31.iii.2015
ZFMK Cr00277		Decapoda	Hippidae	Emerita	analoga(?)	Stimpson	1857			Chile	Constitucion						am Strand			19.xi.1987	Busse	Busse, K.				31.iii.2015
ZFMK Cr00278										Chile	Rio Sn. Pedro, near Puerte Malikne									10.xii.1985	Busse	Busse, K.				31.iii.2015
ZFMK Cr00279										Elfenbeinküste	parc National d' Azagny									ii-v.1984	Henle	Henle				31.iii.2015
ZFMK Cr00280										Chile	Nancul, Prov. Valdivia									12.xii.1985	Busse	Busse, K.		große Begleitfauna von Brachygalaxias bullocki		31.iii.2015
ZFMK Cr00281				Parastacus							Bach bei San Jarier									10.xi.1987						31.iii.2015
ZFMK Cr00282		Decapoda	Aeglidae 	Aegla						Chile	Rio Andalién bei Conceptión									22/23.xii.1985	Busse	Busse, K.				31.iii.2015
ZFMK Cr00283		Decapoda	Callianassidae 	Callianassa	subterranea	Montagu	1808			Italy	Neapel									30.iii.1885						31.iii.2015
ZFMK Cr00284											Wangerooge (Insel) Nordsee									vii.1983	Bischoff	Bischoff				31.iii.2015
ZFMK Cr00285			Rivulidae	Rivulus	sp.						Panguana						Tiefschluchtiger Bach			15.ix.1976	Lüling	Lüling				31.iii.2015
ZFMK Cr00286											letzter Halt zwischen Victoria und Lanco									24.xi.1982						31.iii.2015
ZFMK Cr00287											bei Hauser-Haus						in einem, an einer Seite ausgetrocknetem Graben			23.vi.1974				SA 1b		31.iii.2015
ZFMK Cr00288										Peru	Agua Blanca an der Straße von Pucallpa nach Tunavida									3.ix.1978	Lüling	Lüling		PU 1		31.iii.2015
ZFMK Cr00289										Argentina	Bs. Aires, in der Lagune 2 bei Guamini						in Lagune			26.xi.1975	Lüling	Lüling				31.iii.2015
ZFMK Cr00290											Fuerteventura						Gezeitentümpel			14.xii.1983	Witt	Witt				31.iii.2015
ZFMK Cr00291		Decapoda	Palaemonidae	Cryphiops	caementarius	Molina	1782				la ligua									13.xi.1987						31.iii.2015
ZFMK Cr00292				Parastacus							cerca de Itata									26.xi.1985	Busse, Jimenez	Busse/Jimenez		begleitfauna von Brachygalaxias gothei		31.iii.2015
ZFMK Cr00293																	künstlich angelegter Kanalnahe bei c. Gwässer			18.x,1975	Lüling	Lüling		BA 1, BA2		31.iii.2015
ZFMK Cr00294		Decapoda	Hippolytidae	Lysmata	seticudata					Italy	Neapel									2.vi.1885						31.iii.2015
ZFMK Cr00295		Decapoda	Palaemonidae	Palaemon	adspersus	Rathke	1837			Italy	Neapel									9.iv.1885				von spec.: squilla	Squilla	31.iii.2015
ZFMK Cr00296											Riuihue									26.xi.1987						31.iii.2015
ZFMK Cr00297				Parastacus						Chile	10 km N von Perqui lauquén									26.xi.1985	Busse	Busse, K.		begleitfauna von Brachygalaxias gothei		31.iii.2015
ZFMK Cr00298		Decapoda	Sicyoniidae	sicyonia	carinata	Brünnich	1768			Italy	Neapel									8.iv.1885				in Syn.: Sicyonia sculpta H. Milne Edwards, 1830		31.iii.2015
ZFMK Cr00299		Decapoda	Processidae	Processa	edulis	Risso	1816			Italy	Neapel									26.v.1885				from Gen.: Nika		31.iii.2015
ZFMK Cr00300		Decapoda	Cambaridae	Orconectes	limosus	Rafinesque	1817				alter Rheinarm, zwischen Insel Grafenwerth und Bad Honnef									14.xi.1983	Martenson	Martenson		über 1Mon gehalten		31.iii.2015
ZFMK Cr00301		Cirripedia	Lepadidae	Lepas							12 Meilen in Front von Montemar										Patricio A. Contreras	Patricio A. Contreras		gefunden an Macrocystis integrifolia Bory		31.iii.2015
ZFMK Cr00302		Stomatopoda	Squillidae 	Platysquilla	eusebia	Risso	1816			Italy	Neapel									30.iii.1885						31.iii.2015
ZFMK Cr00303		Stomatopoda	Squillidae 	Rissoides	desmarestii	Risso	1816			Italy	Neapel									25.iii.1985						31.iii.2015
ZFMK Cr00304		Arguloida	Argulidae	Argulus	foliaceus	Linnaeus	1758			Germany	Poppelsdorf									viii.1986						31.iii.2015
ZFMK Cr00305		Isopoda	Cymothoidea	Anilocra	mediterranea					Italy	Neapel									2.iv.1885						31.iii.2015
ZFMK Cr00306		Isopoda	Cymothoidea	Anilocra	sp.					Italy	Neapel									26.v.1885						31.iii.2015
ZFMK Cr00307		Decapoda	Grapsidae	Pachygrapsus	marmoratus	Fabricius	1787			Italy	Neapel									11.iv.1985						31.iii.2015
ZFMK Cr00308		Decapoda	Callianassidae 	Callianassa	subterranea	Montagu	1808			Italy	Neapel									30.iii.1885						31.iii.2015
ZFMK Cr00309		Decapoda	Upogebiidae	Upogebia	pusilla	Petagna	1792			Italy	Neapel									12.iv.1985						31.iii.2015
ZFMK Cr00310		Decapoda	Palaemonidae	Ascidonia	flavomaculata	Heller	1864			Italy	Neapel									4.vi.1985						31.iii.2015
ZFMK Cr00311		Decapoda	Porcellanidae	Porcellana	sp.					Italy	Neapel									13.iv.1885						31.iii.2015
ZFMK Cr00312		Decapoda	Porcellanidae	Porcellana	platycheles	Pennant	1777			Italy	Neapel									11.iv.1985						31.iii.2015
ZFMK Cr00313		Decapoda	Palaemonidae	Palaemon	sp.					Tunesia	Gabès									14.iii.1987						31.iii.2015
ZFMK Cr00314										Italy	Capri									4.viii.1985						31.iii.2015
ZFMK Cr00315										Italy	Positano/Salerno									19.ix.1983						31.iii.2015
ZFMK Cr00316		Amphipoda	Stenothoidae	Stenothoe	tergestina	Nebeski	1881			Croatia	Rovinj, N Adria													Stadtfelsen		31.iii.2015
ZFMK Cr00317		Amphipoda	Stenothoidae	Stenothoe	tergestina	Nebeski	1881			Croatia	Rovinj, N Adria													Stadtfelsen, Sargassum	Sargassum	31.iii.2015
ZFMK Cr00318		Amphipoda	Stenothoidae	Stenothoe	tergestina	Nebeski	1881			Croatia	Rovinj, N Adria													Stadtfelsen, Sargassum	Sargassum	31.iii.2015
ZFMK Cr00319		Amphipoda	Stenothoidae	Stenothoe	tergestina	Nebeski	1881			Croatia	Rovinj, N Adria													Stadtfelsen, Sargassum	Sargassum	31.iii.2015
ZFMK Cr00320		Amphipoda	Stenothoidae	Stenothoe	tergestina	Nebeski	1881			Croatia	Rovinj, N Adria													Stadtfelsen, Sargassum	Sargassum	31.iii.2015
ZFMK Cr00321		Amphipoda	Stenothoidae	Stenothoe	tergestina	Nebeski	1881			Croatia	Rovinj, N Adria													Stadtfelsen, Sargassum	Sargassum	31.iii.2015
